Name,Ingredient,images_link,likes,step,difficulty
[瓜仔肉](https://icook.tw/recipes/413394),豬絞肉，愛之味脆瓜,https://tokyo-kitchen.icook.network/uploads/recipe/cover/413394/1d07405bf49a0130.jpg,55,18,難
[泡菜](https://icook.tw/recipes/370665),高麗菜，紅蘿蔔，辣椒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/370665/19bce30ed381ce42.jpg,177,7,難
[綠泡菜](https://icook.tw/recipes/377364),大白菜，紅蘿蔔，洋葱，紅辣椒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/377364/9985f01131e45565.jpg,7,9,難
[煎豬肉排](https://icook.tw/recipes/386944),無骨豬里肌肉，雞蛋,https://tokyo-kitchen.icook.network/uploads/recipe/cover/386944/a42b6214ab7e2e7c.jpg,111,6,中
[蔥油雞](https://icook.tw/recipes/406313),去骨雞腿肉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/406313/4513161e3c89672f.jpg,20,4,易
[泡菜](https://icook.tw/recipes/368964),高麗菜，紅蘿蔔，辣椒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/368964/c73cfbdb10425a38.jpg,50,3,易
[炸醬麵](https://icook.tw/recipes/369627),豬絞肉，豆干，小黃瓜，雞蛋，關廟麵,https://tokyo-kitchen.icook.network/uploads/recipe/cover/369627/3a75e3def85789be.jpg,85,8,難
[泡菜](https://icook.tw/recipes/371249),高麗菜，紅蘿蔔，辣椒，話梅,https://tokyo-kitchen.icook.network/uploads/recipe/cover/371249/039767488bd0b995.jpg,20,4,易
[馬卡龍](https://icook.tw/recipes/396062),雞蛋，低筋麵粉，奶油,https://tokyo-kitchen.icook.network/uploads/recipe/cover/396062/00a7769ea364cf0c.jpg,11,3,易
[泡菜](https://icook.tw/recipes/368628),高麗菜，紅蘿蔔，辣椒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/368628/e82a6305152997e4.jpg,390,4,易
[炸醬麵](https://icook.tw/recipes/368187),五香豆乾，豬絞肉，原味酸菜，小黃瓜,https://tokyo-kitchen.icook.network/uploads/recipe/cover/368187/ca5efb6207c4afed.jpg,51,3,易
[打拋豬](https://icook.tw/recipes/382764),豬絞肉，蕃茄，九層塔，大辣椒，朝天椒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/382764/f9bb7722e48601f0.jpg,17,8,難
[鹹酥雞](https://icook.tw/recipes/382049),雞胸肉(去皮)，九層塔，地瓜粉，蛋黃，太白粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/382049/20ef306e8d6c94ed.jpg,30,5,中
[泡菜](https://icook.tw/recipes/390262),高麗菜絲，紅蘿蔔絲,https://tokyo-kitchen.icook.network/uploads/recipe/cover/390262/5c57542c5ee0ce3a.jpg,19,6,中
[雞肉咖喱](https://icook.tw/recipes/380883),去骨雞腿肉，馬鈴薯，紅蘿蔔，洋蔥，奶油，佛蒙特咖哩，花椰菜,https://tokyo-kitchen.icook.network/uploads/recipe/cover/380883/650d391d08fdef80.jpg,14,10,難
[炒麵](https://icook.tw/recipes/366765),黃油麵，高麗菜，紅蘿蔔，乾香菇，豬梅花肉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/366765/d30c6f8221e7c456.jpg,381,7,難
[打拋豬](https://icook.tw/recipes/413386),豬絞肉，杏鮑菇，綠櫛瓜，九層塔，小辣椒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/413386/0971bb2b964f125c.jpg,18,5,中
[豬排](https://icook.tw/recipes/403188),豬腿仁肉，地瓜粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/403188/da2e0253385f9a17.jpg,25,4,易
[油飯](https://icook.tw/recipes/353202),長糯米，蝦米，大香菇，豬五花肉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/353202/2cef06dfb0831420.jpg,76,8,難
[梅漬泡菜](https://icook.tw/recipes/371211),高麗菜，紅蘿蔔，辣椒，話梅,https://tokyo-kitchen.icook.network/uploads/recipe/cover/371211/b7bda7848a5a77c9.jpg,32,7,難
[蚵仔煎](https://icook.tw/recipes/379755),酥皮蚵仔煎粉，蚵仔，小白菜，雞蛋,https://tokyo-kitchen.icook.network/uploads/recipe/cover/379755/7d43a7b7ee2f6541.jpg,52,3,易
[烤豬五花](https://icook.tw/recipes/392780),豬三層肉，大黃瓜，九層塔,https://tokyo-kitchen.icook.network/uploads/recipe/cover/392780/4f7487aa9de6372f.jpg,7,5,中
【甜甜圈](https://icook.tw/recipes/385629),高筋麵粉，無鹽奶油，速發酵母，雞蛋,https://tokyo-kitchen.icook.network/uploads/recipe/cover/385629/2ed8bab725266c95.jpg,29,7,難
[素炒麵](https://icook.tw/recipes/396497),油麵，紫洋蔥，高麗菜，紅蘿蔔，豆芽菜，韭菜,https://tokyo-kitchen.icook.network/uploads/recipe/cover/396497/75bbb9b0ab8b0010.jpg,30,10,難
[海鮮粥](https://icook.tw/recipes/412280),明蝦，干貝，花枝，蛤蜊，洋蔥，紅蘿蔔，香菇，芹菜，青蔥，白飯，海苔,https://tokyo-kitchen.icook.network/uploads/recipe/cover/412280/1069397ff6f10141.jpg,17,7,難
[炒麵](https://icook.tw/recipes/368343),麵，高麗菜，豆乾，豬梅花肉塊，文蛤,https://tokyo-kitchen.icook.network/uploads/recipe/cover/368343/e886195d2f15c51d.jpg,7,8,難
[氣炸春雞](https://icook.tw/recipes/384262),春雞肉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/384262/f1ee5ddef018a120.jpg,13,3,易
[炸醬麵](https://icook.tw/recipes/373066),豬絞肉，豆乾，小黃瓜絲，麵條,https://tokyo-kitchen.icook.network/uploads/recipe/cover/373066/352684777238f3ca.jpg,57,4,易
[泡菜](https://icook.tw/recipes/367550),高麗菜，紅蘿蔔絲，櫛瓜,https://tokyo-kitchen.icook.network/uploads/recipe/cover/367550/00010d084f25154e.jpg,21,4,易
[美乃滋](https://icook.tw/recipes/392515),雞蛋，赤藻糖醇，MCT椰子油，檸檬汁,https://tokyo-kitchen.icook.network/uploads/recipe/cover/392515/5ec6f35a5097c84a.jpg,22,1,易
[炒烏龍麵](https://icook.tw/recipes/375180),讚歧烏龍麵，洋蔥絲，高麗菜絲，雪白菇，紅蘿蔔絲，蝦米，芹菜，豬五花肉絲，太白粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/375180/b9c2f2cca44e7d97.jpg,193,8,難
[炒泡麵](https://icook.tw/recipes/374537),肉骨茶泡麵，蛤蜊，金針菇，空心菜，雞蛋,https://tokyo-kitchen.icook.network/uploads/recipe/cover/374537/5d326db1fcf69598.jpg,24,7,難
[蒜味泡菜](https://icook.tw/recipes/374957),高麗菜，紅蘿蔔，小辣椒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/374957/5105f955ec62b04a.jpg,68,4,易
[酸辣湯](https://icook.tw/recipes/374967),豬里肌薄片，紅蘿蔔，玉米筍，雞蛋，太白粉，白拉麵,https://tokyo-kitchen.icook.network/uploads/recipe/cover/374967/d9dd06f0f214e588.jpg,16,25,難
[牛丼](https://icook.tw/recipes/359315),洋蔥，牛肉片，白飯,https://tokyo-kitchen.icook.network/uploads/recipe/cover/359315/cde7c680421768cd.jpg,15,4,易
[花生麻糬](https://icook.tw/recipes/384230),糯米粉，花生粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/384230/0de1483901b2236d.jpg,69,6,中
[三杯雞 ](https://icook.tw/recipes/373617),去骨雞腿肉，九層塔，辣椒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/373617/ad68c0d8a6c69134.jpg,303,11,難
[泡菜](https://icook.tw/recipes/377978),高麗菜，紅蘿蔔絲，話梅,https://tokyo-kitchen.icook.network/uploads/recipe/cover/377978/2071eeb4b553d137.jpg,20,4,易
[椒麻雞](https://icook.tw/recipes/377438),去骨雞腿肉，高麗菜，辣椒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/377438/91b53a0bfb40893b.jpg,42,8,難
[韓醬燉雞](https://icook.tw/recipes/377366),馬鈴薯，紅蘿蔔，洋蔥，土雞肉，煙薰雞肉腸，金針菇，韓式泡菜,https://tokyo-kitchen.icook.network/uploads/recipe/cover/377366/715eca4894a82e41.jpg,12,8,難
[香腸蝦仁蛋炒飯](https://icook.tw/recipes/387317),蝦子，香豬肉腸，白飯，雞蛋,https://tokyo-kitchen.icook.network/uploads/recipe/cover/387317/b8115840437a2af1.jpg,19,2,易
[馬卡龍（原味，可可）](https://icook.tw/recipes/407521),雞蛋，低筋麵粉，無鹽奶油，無糖可可粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/407521/7a192b4ec8d64070.jpg,36,32,難
[南洋叻沙](https://icook.tw/recipes/375545),豬梅花肉/豬里肌肉，咖哩粉，洋蔥，番茄，嫩豆腐，高麗菜，豆芽菜，水煮蛋，陽春麵,https://tokyo-kitchen.icook.network/uploads/recipe/cover/375545/9c41ed63a67b0e13.jpg,15,15,難
[豬肉燥](https://icook.tw/recipes/373855),豬絞肉，水煮蛋,https://tokyo-kitchen.icook.network/uploads/recipe/cover/373855/219c4b534971a15d.jpg,97,12,難
[蘿蔔糕](https://icook.tw/recipes/365330),在來米粉，蝦米，香菇，白蘿蔔,https://tokyo-kitchen.icook.network/uploads/recipe/cover/365330/da8adef69c2614e7.jpg,14,9,難
[打拋豬](https://icook.tw/recipes/401206),豬絞肉，小番茄，九層塔,https://tokyo-kitchen.icook.network/uploads/recipe/cover/401206/c2736ae1f6d9a886.jpg,24,3,易
[九層塔豬](https://icook.tw/recipes/401136),豬絞肉，九層塔，辣椒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/401136/29316b93b5e3d778.jpg,11,7,難
[炸豬排骨](https://icook.tw/recipes/381141),梅花豬肉塊，雞蛋，太白粉，蕃薯粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/381141/4fb521f3afad35cb.jpg,29,7,難
[打拋豬](https://icook.tw/recipes/380956),豬絞肉，雞蛋，辣椒，九層塔,https://tokyo-kitchen.icook.network/uploads/recipe/cover/380956/ef54253f8cac962a.jpg,29,10,難
[炸豬排](https://icook.tw/recipes/389164),里肌豬排，地瓜粉，鳳梨,https://tokyo-kitchen.icook.network/uploads/recipe/cover/389164/2d876e8f07845ad8.jpg,12,4,易
[炒麵](https://icook.tw/recipes/354849),油麵，洋蔥絲，紅蘿蔔絲，高麗菜絲，櫻花蝦，雞高湯,https://tokyo-kitchen.icook.network/uploads/recipe/cover/354849/3e4c40a5aafbcccb.jpg,67,4,易
[豬肉絲炒麵](https://icook.tw/recipes/379637),油面，香菇，木耳，豬肉絲，娃娃菜，太白粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/379637/5934d1ac5227ab60.jpg,69,9,難
[炒米粉](https://icook.tw/recipes/383548),虎牌米粉，豬中里肌肉，洋蔥，台灣乾香菇，紅蘿蔔，高山高麗菜，玉米粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/383548/f6d178d9a4b523c6.jpg,107,11,難
[三杯雞](https://icook.tw/recipes/381842),帶骨雞胸肉，辣椒，九層塔,https://tokyo-kitchen.icook.network/uploads/recipe/cover/381842/4efefd75a64d1304.jpg,33,3,易
[三杯米血](https://icook.tw/recipes/396874),米血，辣椒，九層塔,https://tokyo-kitchen.icook.network/uploads/recipe/cover/396874/985d0329c0bd45b7.jpg,81,26,難
[三杯雞](https://icook.tw/recipes/387397),雞腿肉，九層塔，小辣椒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/387397/bc60fab07f832cbe.jpg,19,9,難
[鹽酥雞](https://icook.tw/recipes/371357),雞里肌肉，九層塔，地瓜粉，雞蛋,https://tokyo-kitchen.icook.network/uploads/recipe/cover/371357/f3f7da766950e25b.jpg,26,6,中
[泡菜](https://icook.tw/recipes/372776),高麗菜，紅蘿蔔，辣椒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/372776/ba43c6e902ee121b.jpg,64,4,易
[炒麵](https://icook.tw/recipes/368220),油麵，紅蘿蔔，香菇，木耳，高麗菜,https://tokyo-kitchen.icook.network/uploads/recipe/cover/368220/3fc1081b2040af28.jpg,8,10,難
[烏醋土雞](https://icook.tw/recipes/395666),土雞腿肉，西生菜，小黃瓜，洋蔥，香菜，辣椒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/395666/081bad9cff599926.jpg,12,13,難
[鮮蔬炒麵](https://icook.tw/recipes/368220),油麵，紅蘿蔔，香菇，木耳，高麗菜,https://tokyo-kitchen.icook.network/uploads/recipe/cover/368220/3fc1081b2040af28.jpg,8,10,難
[鯧魚米粉湯](https://icook.tw/recipes/368503),鯧魚，香菇，干貝，蝦米，高麗菜，魚高湯，熟芋頭，紅蘿蔔片，粉絲，地瓜粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/368503/0bd1c62a17e5d371.jpg,14,6,中
[肉燥涼拌海鮮](https://icook.tw/recipes/375166),蝦仁，小捲，洋蔥，紫洋蔥，芹菜，小黃瓜，辣椒，統一肉燥麵,https://tokyo-kitchen.icook.network/uploads/recipe/cover/375166/5cce3be8e20f7599.jpg,10,6,中
[甜甜圈](https://icook.tw/recipes/374972),中筋麵粉，雞蛋，鮮奶，酵母粉，巧克力,https://tokyo-kitchen.icook.network/uploads/recipe/cover/374972/8f0a03712b32a3fd.jpg,228,6,中
[肉燥海鮮煎餅](https://icook.tw/recipes/374800),小花枝，洋蔥，中筋麵粉，雞蛋，統一肉燥麵,https://tokyo-kitchen.icook.network/uploads/recipe/cover/374800/c802edbcdb29b05f.jpg,15,8,難
[蔬食炒麵](https://icook.tw/recipes/379955),紅蘿蔔，洋蔥，麵條，乾香菇,https://tokyo-kitchen.icook.network/uploads/recipe/cover/379955/b23bf23ad9285132.jpg,17,1,易
[玉米烤肉醬](https://icook.tw/recipes/364368),沙茶醬，蒜泥，醬油膏，辣椒粉，胡椒，五香粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/364368/c3db0c399e96f5fd.jpg,49,2,易
[炒年糕](https://icook.tw/recipes/364270),寧波或韓式年糕，白菜，去皮豬五花肉，乾香菇，紅蘿蔔,https://tokyo-kitchen.icook.network/uploads/recipe/cover/364270/11338f8cb7732286.jpg,190,10,難
[臺式炒麵](https://icook.tw/recipes/323574),無鹼油麵，小白菜，豆干，紅蘿蔔，乾香菇，芹菜,https://tokyo-kitchen.icook.network/uploads/recipe/cover/323574/d3992628a2db9cd4.jpg,11,4,易
[菠蘿麵包](https://icook.tw/recipes/389125),低筋麵粉，杏仁粉，高筋麵粉，速發酵母，無鹽奶油，牛奶，雞蛋，高筋麵粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/389125/3aa57fdea29edb7e.jpg,229,16,難
[燉滷豬肉漢堡包](https://icook.tw/recipes/376238),豬五花肉，辣椒，滷包，饅頭，醃黃瓜，蔥蛋,https://tokyo-kitchen.icook.network/uploads/recipe/cover/376238/047abf802d44c1f7.jpg,12,10,難
[麵包](https://icook.tw/recipes/358027),高筋面粉，原味無糖優格，鮮奶，酵母，雞蛋，奶油,https://tokyo-kitchen.icook.network/uploads/recipe/cover/358027/4cd423fac1526b2d.jpg,8,2,易
[可樂滷豬肉](https://icook.tw/recipes/373914),豬五花肉塊，豆干，海帶，炸豆皮，白煮蛋，滷包，可樂,https://tokyo-kitchen.icook.network/uploads/recipe/cover/373914/509bb831452cd6d4.jpg,67,6,中
[咖哩蔬食炒麵](https://icook.tw/recipes/365602),麵條，高麗菜，咖哩粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/365602/21c112c59aef07d5.jpg,9,4,易
[臘腸炒飯](https://icook.tw/recipes/360376),米，高麗菜，香腸，紅籮蔔,https://tokyo-kitchen.icook.network/uploads/recipe/cover/360376/03929d1976fb205b.jpg,5,1,易
[醬炒河粉](https://icook.tw/recipes/370987),豬里肌肉，太白粉，河粉，雞蛋，洋蔥，辣椒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/370987/451ae249d63ea71d.jpg,14,12,難
[酸辣湯](https://icook.tw/recipes/357395),豬肉絲，筍絲，木耳，雞蛋，紅蘿蔔絲，豆腐絲,https://tokyo-kitchen.icook.network/uploads/recipe/cover/357395/f44f6fd10f5253d5.jpg,43,10,難
[竹筍粥](https://icook.tw/recipes/375030),米，綠竹筍，五花豬肉，乾香菇，金鉤蝦米，蔥花,https://tokyo-kitchen.icook.network/uploads/recipe/cover/375030/01bc6730a732bc4b.jpg,57,13,難
[炸醬麵](https://icook.tw/recipes/362251),豬絞肉，豆干，紅蘿蔔絲，小黃瓜絲,https://tokyo-kitchen.icook.network/uploads/recipe/cover/362251/3dcf66c23f437b2c.jpg,18,3,易
[臘腸炒飯](https://icook.tw/recipes/360376),米，高麗菜，豬肉香腸，紅籮蔔,https://tokyo-kitchen.icook.network/uploads/recipe/cover/360376/03929d1976fb205b.jpg,5,1,易
[紅蔥肉燥蛋炒飯](https://icook.tw/recipes/376717),白飯，雞蛋，台式紅蔥豬肉燥,https://tokyo-kitchen.icook.network/uploads/recipe/cover/376717/c82c6e39c75f0d74.jpg,8,7,難
[海苔包飯](https://icook.tw/recipes/365357),白米，雞蛋，黑木耳，紅蘿蔔，豆芽菜，熱狗，龍蝦沙拉，菠菜,https://tokyo-kitchen.icook.network/uploads/recipe/cover/365357/5aaf2ed75f4bc03d.jpg,6,4,易
[傳統蛋餅](https://icook.tw/recipes/365065),低筋麵粉，太白粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/365065/37188652fa8c7d19.jpg,32,1,易
[熱狗](https://icook.tw/recipes/366582),蔥油餅，小豬肉香腸，蛋黃,https://tokyo-kitchen.icook.network/uploads/recipe/cover/366582/a612f28fe5b5aaf0.jpg,15,3,易
[酥炸燒豬肉 ](https://icook.tw/recipes/372923),豬五花肉，地瓜粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/372923/8d8f519435158854.jpg,96,9,難
[漢堡豬肉排](https://icook.tw/recipes/395943),豬胛心絞肉，洋蔥，紅蘿蔔，雞蛋，中筋麵粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/395943/9758f39d83044fea.jpg,40,5,中
[腐竹炒火腿](https://icook.tw/recipes/422784),腐竹，台式豬肉火腿，牛番茄，秀珍菇,https://tokyo-kitchen.icook.network/uploads/recipe/cover/422784/d6168b669b9542dc.jpg,7,4,易
[肉燥風味烘蛋](https://icook.tw/recipes/374723),黃椒，紫椒，牛番茄，豬肉火腿，雞蛋，牛奶，起司，統一肉燥麵,https://tokyo-kitchen.icook.network/uploads/recipe/cover/374723/46db7ad5d3903566.jpg,18,8,難
[清炒義大利麵](https://icook.tw/recipes/368086),義大利麵，辣椒，洋蔥，菠菜,https://tokyo-kitchen.icook.network/uploads/recipe/cover/368086/adcae3cb463e69ea.jpg,31,4,易
[打拋豬](https://icook.tw/recipes/394128),豬絞肉，洋蔥，牛番茄，辣椒，九層塔葉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/394128/aee71873a08a9ef2.jpg,9,10,難
[黑糖桂圓糯米糕](https://icook.tw/recipes/363353),美國圓糯米，桂圓肉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/363353/ea3f730c6e6ba925.jpg,37,3,易
[馬卡龍之芋泥鮮奶油餡](https://icook.tw/recipes/392149),低筋麵粉，蛋黃，蛋白，大甲芋頭，法國鮮奶油，奶油，牛奶,https://tokyo-kitchen.icook.network/uploads/recipe/cover/392149/5deb504363a029ae.jpg,9,10,難
[原味蛋餅](https://icook.tw/recipes/373629),低筋麵粉，地瓜粉，雞蛋,https://tokyo-kitchen.icook.network/uploads/recipe/cover/373629/d301a0c33a296fd1.jpg,22,6,中
[打拋豬肉](https://icook.tw/recipes/364683),豬絞肉，九層塔，辣椒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/364683/9f13b834ea2095f0.jpg,12,1,易
[小黃瓜](https://icook.tw/recipes/388648),小黃瓜，紅蘿蔔絲，辣椒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/388648/a95ff624fe03739e.jpg,20,7,難
[鰻魚油飯](https://icook.tw/recipes/373165),糯米，香菇，豬肉，蝦米，鰻魚,https://tokyo-kitchen.icook.network/uploads/recipe/cover/373165/d9df231dc58bb3c3.jpg,34,7,難
[巧克力馬卡龍](https://icook.tw/recipes/374610),雞蛋，低筋麵粉，苦甜巧克力，無鹽奶油，動物性鮮奶油,https://tokyo-kitchen.icook.network/uploads/recipe/cover/374610/d169c8f57b9395fe.jpg,43,6,中
[泡菜醃蘿蔔](https://icook.tw/recipes/361725),白蘿蔔，紅蘿蔔，辣椒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/361725/d237bae80b1dc17a.jpg,84,3,易
[泡菜](https://icook.tw/recipes/392116),高麗菜，辣椒，紅蘿蔔,https://tokyo-kitchen.icook.network/uploads/recipe/cover/392116/b1b644e421a62e65.jpg,12,5,中
[鹽酥雞](https://icook.tw/recipes/358788),雞胸肉丁，中筋麵粉，地瓜粉，九層塔,https://tokyo-kitchen.icook.network/uploads/recipe/cover/358788/4c5ebdd7038c8d16.jpg,24,4,易
[飯糰](https://icook.tw/recipes/374074),糯米，油條，菜脯，酸菜，雞蛋，豬肉鬆，豆豉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/374074/42aa5f573dfe5742.jpg,132,7,難
[豆醬黑輪泡菜炒年糕](https://icook.tw/recipes/389173),豬肉片，洋蔥絲，香菇絲，黑木耳絲，紅蘿蔔絲，黃豆芽，韓式年糕，紀文黑輪,https://tokyo-kitchen.icook.network/uploads/recipe/cover/389173/745ed5350809dede.jpg,7,16,難
